sc_status,income,purpose,activity,project_cost,loan_required,education_level,course,course_type,course_recognized,location,recommended_scheme
Yes,155341,Education,NA,526268,526268,12th,BTech,Medical,Yes,Urban,ELS
Yes,360497,Business,Small Manufacturing,44927,23094,NA,NA,NA,NA,Rural,MFS
Yes,227984,Business,Poultry,3176387,287252,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,410809,Business,Poultry,150977,121665,NA,NA,NA,NA,Rural,UNY
Yes,396204,Business,Grocery Shop,422494,344397,NA,NA,NA,NA,Rural,UNY
Yes,292759,Business,Food Business,396431,362959,NA,NA,NA,NA,Rural,UNY
Yes,255325,Business,Grocery Shop,4083546,3402068,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,400749,Business,Computer Centre,143310,88644,NA,NA,NA,NA,Rural,UNY
Yes,111276,Business,Repair Shop,48274,46107,NA,NA,NA,NA,Rural,MFS
Yes,429578,Business,Grocery Shop,7675845,5591494,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,187655,Business,Grocery Shop,101847,62322,NA,NA,NA,NA,Urban,MFS
Yes,254198,Business,Service Business,57110,37534,NA,NA,NA,NA,Rural,MFS
Yes,265404,Education,NA,4117498,3730114,12th,Medical,Medical,Yes,Rural,ELS
Yes,218563,Business,Poultry,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,232093,Business,Grocery Shop,85981,37490,NA,NA,NA,NA,Urban,MFS
Yes,210756,Business,Service Business,143986,50448,NA,NA,NA,NA,Rural,UNY
Yes,213731,Education,NA,3599983,344956,12th,BCA,Management,Yes,Urban,ELS
Yes,142038,Business,Grocery Shop,478387,270771,NA,NA,NA,NA,Urban,UNY
Yes,370849,Business,Computer Centre,159346,102275,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,252687,Business,Tailoring,3888504,1329460,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,431004,Business,Repair Shop,105739,66027,NA,NA,NA,NA,Rural,AMY
Yes,635441,Business,Tailoring,242271,211903,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,354038,Education,NA,314541,314541,Postgraduate,BTech,Technical,Yes,Rural,ELS
Yes,498869,Business,Food Business,2608796,1534031,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,492242,Education,NA,1884769,1884769,12th,BCA,Management,Yes,Urban,ELS
No,473277,Business,Transport,247944,392948,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,439507,Business,Small Manufacturing,67313,52497,NA,NA,NA,NA,Urban,MFS
Yes,335270,Education,NA,1353070,1353070,Postgraduate,Pharmacy,Technical,Yes,Rural,ELS
Yes,511086,Business,Computer Centre,50681,258326,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,410735,Business,Transport,7906046,5459642,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,287988,Business,Tailoring,119218,83415,NA,NA,NA,NA,Urban,MFS
Yes,307116,Business,Grocery Shop,271762,151123,NA,NA,NA,NA,Rural,UNY
No,471604,Business,Tailoring,451163,154643,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,430124,Business,Grocery Shop,460452,400123,NA,NA,NA,NA,Rural,UNY
No,396772,Business,Tailoring,335226,51848,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,359168,Business,Small Manufacturing,126216,12872,NA,NA,NA,NA,Rural,MFS
Yes,394054,Business,Service Business,86369,29025,NA,NA,NA,NA,Rural,MFS
Yes,145477,Business,Computer Centre,1781375,174334,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,240408,Business,Grocery Shop,71864,60495,NA,NA,NA,NA,Urban,AMY
Yes,235081,Business,Poultry,2484185,2467963,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,324821,Business,Transport,3995962,1519173,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,427341,Business,Transport,7094721,6218137,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,189595,Business,Transport,61760,14695,NA,NA,NA,NA,Urban,MFS
Yes,394036,Business,Transport,198426,180713,NA,NA,NA,NA,Rural,UNY
Yes,301667,Business,Repair Shop,2876964,404255,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,326921,Education,NA,4216632,3025194,12th,Medical,Technical,Yes,Urban,ELS
Yes,381680,Business,Fisheries,105499,74775,NA,NA,NA,NA,Rural,AMY
Yes,193936,Business,Small Manufacturing,4359020,4148210,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,294158,Business,Service Business,129056,110195,NA,NA,NA,NA,Rural,MFS
Yes,228271,Business,Tailoring,2396440,906487,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,422334,Business,Repair Shop,85422,84781,NA,NA,NA,NA,Rural,AMY
Yes,358556,Business,Transport,68974,66371,NA,NA,NA,NA,Urban,MFS
Yes,383801,Business,Food Business,838139,230108,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,393437,Business,Small Manufacturing,325405,31614,NA,NA,NA,NA,Rural,UNY
Yes,277828,Education,NA,3371160,1910501,12th,Medical,Professional,Yes,Urban,ELS
Yes,464184,Business,Service Business,3923107,140077,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,407474,Business,Tailoring,113454,107551,NA,NA,NA,NA,Urban,AMY
Yes,451494,Education,NA,3061843,1274987,Postgraduate,Medical,Medical,Yes,Urban,ELS
Yes,218132,Education,NA,1202727,2707711,Postgraduate,Law,Management,No,Urban,NO_ELIGIBLE_SCHEME
Yes,176100,Business,Service Business,1325868,942667,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,327841,Business,Tailoring,219369,135277,NA,NA,NA,NA,Urban,UNY
Yes,273401,Education,NA,2124454,60579,Postgraduate,Engineering,Medical,Yes,Rural,ELS
Yes,251181,Business,Grocery Shop,2083748,1176714,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,92559,Education,NA,112331,112331,12th,MCA,Management,Yes,Rural,ELS
Yes,255866,Business,Poultry,129003,120769,NA,NA,NA,NA,Urban,AMY
Yes,494195,Education,NA,3047818,3047818,Graduate,BTech,Professional,Yes,Urban,ELS
Yes,376582,Business,Grocery Shop,361873,186616,NA,NA,NA,NA,Urban,UNY
Yes,266616,Business,Small Manufacturing,31255,15686,NA,NA,NA,NA,Urban,MFS
Yes,230020,Business,Fisheries,412099,355256,NA,NA,NA,NA,Urban,UNY
Yes,358153,Business,Service Business,324823,79299,NA,NA,NA,NA,Urban,UNY
Yes,448957,Business,Grocery Shop,1199043,1120677,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,323760,Business,Tailoring,175334,126694,NA,NA,NA,NA,Urban,UNY
Yes,196774,Business,Poultry,466480,421751,NA,NA,NA,NA,Urban,UNY
Yes,134630,Education,NA,3179353,362871,Postgraduate,MCA,Technical,Yes,Rural,ELS
Yes,387184,Business,Service Business,3508028,2824815,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,158007,Education,NA,2287364,1829051,Postgraduate,Law,Medical,No,Rural,NO_ELIGIBLE_SCHEME
Yes,215634,Business,Computer Centre,1675776,636468,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,404110,Education,NA,4305288,2439954,Graduate,MBA,Professional,Yes,Urban,ELS
Yes,267150,Business,Repair Shop,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,431097,Education,NA,4138162,2418059,Postgraduate,MCA,Medical,Yes,Rural,ELS
Yes,411611,Business,Repair Shop,131125,117733,NA,NA,NA,NA,Rural,MFS
Yes,454931,Business,Computer Centre,60537,24236,NA,NA,NA,NA,Rural,AMY
Yes,361663,Business,Transport,184557,166637,NA,NA,NA,NA,Urban,UNY
Yes,192928,Business,Transport,115634,106552,NA,NA,NA,NA,Rural,AMY
Yes,464728,Business,Grocery Shop,2434113,892040,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,453034,Business,Small Manufacturing,3385941,625062,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,491191,Education,NA,197430,73822,Graduate,BTech,Technical,Yes,Urban,ELS
Yes,493145,Business,Poultry,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,55038,Business,Repair Shop,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,389683,Business,Fisheries,59600,38859,NA,NA,NA,NA,Rural,AMY
Yes,52209,Business,Small Manufacturing,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,409325,Business,Service Business,6051564,6209643,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,131662,Business,Poultry,46770,43988,NA,NA,NA,NA,Urban,AMY
Yes,224977,Education,NA,1413774,376853,Postgraduate,BCA,Management,No,Rural,NO_ELIGIBLE_SCHEME
Yes,84675,Education,NA,266882,266882,Postgraduate,MBA,Management,Yes,Urban,ELS
Yes,313280,Business,Tailoring,82007,57692,NA,NA,NA,NA,Rural,MFS
Yes,204952,Business,Poultry,187005,161894,NA,NA,NA,NA,Urban,UNY
Yes,386425,Education,NA,1301691,1301691,Graduate,Nursing,Medical,Yes,Rural,ELS
Yes,287603,Business,Service Business,89258,38159,NA,NA,NA,NA,Urban,AMY
Yes,491429,Education,NA,3026537,1533035,Postgraduate,Law,Technical,Yes,Rural,ELS
Yes,149514,Business,Grocery Shop,82184,46160,NA,NA,NA,NA,Urban,MFS
Yes,120427,Business,Grocery Shop,102161,21109,NA,NA,NA,NA,Urban,AMY
Yes,328697,Business,Tailoring,174954,55078,NA,NA,NA,NA,Urban,UNY
Yes,108124,Business,Small Manufacturing,4465743,919433,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,82559,Business,Food Business,1249922,553300,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,479282,Business,Tailoring,2809890,2243264,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,183440,Business,Food Business,85769,27548,NA,NA,NA,NA,Rural,MFS
Yes,430240,Business,Repair Shop,76073,38759,NA,NA,NA,NA,Urban,MFS
Yes,436411,Business,Computer Centre,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,444657,Business,Transport,3949598,1753878,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,264795,Education,NA,3882396,1040874,Graduate,Pharmacy,Medical,Yes,Rural,ELS
Yes,328202,Business,Repair Shop,108893,26108,NA,NA,NA,NA,Rural,AMY
No,111099,Business,Computer Centre,152995,195515,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,59138,Business,Service Business,243051,31498,NA,NA,NA,NA,Urban,UNY
Yes,345713,Education,NA,3627365,595025,Graduate,Engineering,Technical,Yes,Urban,ELS
Yes,392764,Education,NA,496491,496491,Graduate,Nursing,Professional,Yes,Rural,ELS
Yes,202657,Business,Tailoring,418374,94621,NA,NA,NA,NA,Urban,UNY
Yes,189015,Education,NA,3590119,1987118,Postgraduate,MBA,Management,Yes,Rural,ELS
Yes,280147,Business,Tailoring,2354917,221787,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,507933,Business,Tailoring,122950,260873,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,342246,Education,NA,2788470,1350169,12th,MCA,Management,Yes,Urban,ELS
Yes,77598,Business,Repair Shop,204247,99950,NA,NA,NA,NA,Rural,UNY
Yes,458450,Education,NA,4331417,187477,Graduate,Pharmacy,Management,Yes,Rural,ELS
Yes,474573,Education,NA,1243245,1243245,Graduate,Engineering,Technical,Yes,Rural,ELS
Yes,478860,Business,Computer Centre,6525426,6473136,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,179739,Business,Tailoring,7298338,6916135,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,277740,Business,Poultry,77934,11828,NA,NA,NA,NA,Rural,AMY
Yes,341844,Education,NA,1063444,1063444,12th,Medical,Management,Yes,Urban,ELS
Yes,344878,Business,Tailoring,59829,38234,NA,NA,NA,NA,Rural,AMY
Yes,193674,Business,Grocery Shop,133457,14440,NA,NA,NA,NA,Urban,MFS
Yes,116548,Business,Repair Shop,51884,34370,NA,NA,NA,NA,Rural,MFS
Yes,244857,Business,Computer Centre,58204,53054,NA,NA,NA,NA,Rural,AMY
No,150903,Business,Computer Centre,315791,105906,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,322588,Education,NA,1365761,1365761,12th,BTech,Medical,Yes,Rural,ELS
Yes,414413,Education,NA,3823706,3204533,12th,MBA,Medical,Yes,Urban,ELS
Yes,364165,Education,NA,301226,1227326,12th,MBA,Medical,No,Rural,NO_ELIGIBLE_SCHEME
Yes,320671,Business,Poultry,121956,36878,NA,NA,NA,NA,Urban,AMY
Yes,246493,Business,Small Manufacturing,4686435,827142,NA,NA,NA,NA,Rural,TERM_LOAN
No,288776,Business,Food Business,138275,107015,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,354985,Business,Transport,104623,11258,NA,NA,NA,NA,Rural,AMY
Yes,80170,Business,Computer Centre,103268,95233,NA,NA,NA,NA,Urban,AMY
Yes,263383,Business,Fisheries,3457059,876824,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,127728,Business,Tailoring,36411,16056,NA,NA,NA,NA,Urban,MFS
Yes,81817,Education,NA,753629,2630716,Graduate,Medical,Technical,No,Urban,NO_ELIGIBLE_SCHEME
Yes,497926,Business,Poultry,92378,83695,NA,NA,NA,NA,Rural,MFS
Yes,74577,Business,Small Manufacturing,2077669,52531,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,62714,Education,NA,2268502,74191,Graduate,Law,Technical,Yes,Rural,ELS
Yes,154563,Business,Repair Shop,439409,265890,NA,NA,NA,NA,Urban,UNY
Yes,258056,Business,Transport,1638018,1569340,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,334063,Business,Service Business,7523100,5061037,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,209730,Business,Computer Centre,100568,98430,NA,NA,NA,NA,Rural,AMY
Yes,160980,Business,Small Manufacturing,83150,25491,NA,NA,NA,NA,Urban,MFS
Yes,124563,Business,Food Business,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,183779,Business,Poultry,42130,23069,NA,NA,NA,NA,Rural,MFS
Yes,194973,Business,Repair Shop,60345,13216,NA,NA,NA,NA,Rural,AMY
Yes,302805,Business,Service Business,4820676,1728608,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,212407,Business,Computer Centre,35299,15413,NA,NA,NA,NA,Rural,AMY
Yes,112448,Business,Transport,203606,91092,NA,NA,NA,NA,Rural,UNY
Yes,474615,Education,NA,3515188,2377767,12th,Law,Professional,Yes,Rural,ELS
Yes,340411,Business,Small Manufacturing,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,301145,Business,Fisheries,93113,72759,NA,NA,NA,NA,Rural,MFS
Yes,121250,Education,NA,2519378,1077860,12th,Engineering,Medical,Yes,Rural,ELS
Yes,357642,Education,NA,1733616,3474521,12th,Nursing,Management,No,Rural,NO_ELIGIBLE_SCHEME
Yes,147380,Education,NA,4215831,626175,12th,MBA,Medical,Yes,Rural,ELS
Yes,154718,Business,Fisheries,47460,46468,NA,NA,NA,NA,Urban,AMY
Yes,172705,Business,Grocery Shop,3695902,2445031,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,298165,Business,Grocery Shop,114974,64675,NA,NA,NA,NA,Urban,MFS
Yes,430431,Business,Service Business,338140,305124,NA,NA,NA,NA,Urban,UNY
Yes,475794,Education,NA,4423004,1389339,12th,BCA,Technical,Yes,Urban,ELS
Yes,550841,Business,Tailoring,328385,199029,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,64705,Business,Fisheries,109061,53970,NA,NA,NA,NA,Urban,AMY
Yes,543048,Business,Poultry,431614,297832,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,482473,Business,Tailoring,141514,114414,NA,NA,NA,NA,Urban,UNY
Yes,449519,Business,Service Business,178003,54932,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,137494,Business,Tailoring,71755,69363,NA,NA,NA,NA,Rural,AMY
Yes,408828,Education,NA,3415341,1267102,Postgraduate,MCA,Technical,No,Rural,NO_ELIGIBLE_SCHEME
Yes,189750,Business,Fisheries,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,175066,Business,Poultry,111439,29973,NA,NA,NA,NA,Urban,MFS
Yes,591864,Business,Small Manufacturing,61862,275153,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,386375,Business,Food Business,436195,121390,NA,NA,NA,NA,Urban,UNY
Yes,445088,Education,NA,464744,2180506,12th,MCA,Medical,No,Rural,NO_ELIGIBLE_SCHEME
Yes,373371,Business,Service Business,1340390,502303,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,424735,Business,Service Business,3412508,2521837,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,411416,Education,NA,3540278,861267,Graduate,Engineering,Professional,Yes,Urban,ELS
Yes,327551,Business,Service Business,3523148,1898009,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,440990,Business,Tailoring,4305526,774358,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,225906,Business,Fisheries,2132031,222807,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,97766,Business,Poultry,162934,72643,NA,NA,NA,NA,Urban,UNY
Yes,308772,Business,Fisheries,871355,244657,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,413839,Business,Fisheries,88062,13124,NA,NA,NA,NA,Urban,AMY
Yes,453684,Business,Fisheries,103815,73390,NA,NA,NA,NA,Urban,MFS
Yes,253976,Business,Tailoring,1013086,142026,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,450117,Business,Poultry,97681,95089,NA,NA,NA,NA,Urban,MFS
Yes,297675,Business,Grocery Shop,73292,57012,NA,NA,NA,NA,Rural,MFS
Yes,379303,Business,Fisheries,4282213,3960801,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,160854,Business,Computer Centre,4464396,539157,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,76031,Business,Poultry,33597,22666,NA,NA,NA,NA,Rural,MFS
Yes,363918,Business,Fisheries,50437,19284,NA,NA,NA,NA,Urban,AMY
Yes,229690,Business,Food Business,86841,27536,NA,NA,NA,NA,Urban,MFS
Yes,463815,Business,Transport,35220,11981,NA,NA,NA,NA,Urban,MFS
Yes,438338,Business,Transport,112684,68950,NA,NA,NA,NA,Urban,AMY
Yes,640295,Business,Repair Shop,448010,177564,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,436259,Business,Tailoring,83031,60891,NA,NA,NA,NA,Rural,MFS
Yes,333354,Business,Grocery Shop,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,267615,Education,NA,3956030,178727,Graduate,Engineering,Professional,Yes,Rural,ELS
Yes,217427,Education,NA,3157155,1580450,Graduate,Pharmacy,Medical,Yes,Urban,ELS
Yes,423511,Business,Computer Centre,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,58194,Business,Food Business,131929,30677,NA,NA,NA,NA,Rural,MFS
Yes,179913,Business,Small Manufacturing,6825570,5075032,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,73286,Business,Fisheries,80418,68198,NA,NA,NA,NA,Rural,AMY
Yes,98345,Business,Service Business,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,402240,Business,Small Manufacturing,109084,95381,NA,NA,NA,NA,Urban,AMY
Yes,109673,Business,Computer Centre,58255,43577,NA,NA,NA,NA,Urban,MFS
Yes,488817,Business,Computer Centre,78963,23902,NA,NA,NA,NA,Rural,MFS
Yes,177567,Business,Transport,87240,23875,NA,NA,NA,NA,Urban,MFS
Yes,433555,Education,NA,4159918,2059637,Postgraduate,MBA,Technical,Yes,Urban,ELS
Yes,333823,Business,Computer Centre,490914,171598,NA,NA,NA,NA,Urban,UNY
Yes,235565,Business,Transport,383290,132292,NA,NA,NA,NA,Urban,UNY
Yes,459864,Business,Grocery Shop,2054055,832291,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,124379,Business,Tailoring,340853,78941,NA,NA,NA,NA,Urban,UNY
Yes,191234,Business,Fisheries,132204,105219,NA,NA,NA,NA,Urban,AMY
Yes,265538,Business,Fisheries,110911,108561,NA,NA,NA,NA,Rural,MFS
Yes,480277,Education,NA,1413774,74270,12th,MBA,Professional,Yes,Rural,ELS
Yes,218738,Business,Food Business,126697,109633,NA,NA,NA,NA,Rural,AMY
Yes,435179,Education,NA,1670195,1582238,Graduate,Medical,Medical,Yes,Urban,ELS
Yes,378675,Business,Grocery Shop,4766724,3517479,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,395945,Business,Service Business,102323,35397,NA,NA,NA,NA,Rural,MFS
Yes,129145,Business,Food Business,112210,51436,NA,NA,NA,NA,Rural,MFS
Yes,194937,Business,Service Business,105965,20426,NA,NA,NA,NA,Urban,AMY
Yes,322843,Education,NA,1995820,3499962,Graduate,BTech,Technical,No,Rural,NO_ELIGIBLE_SCHEME
Yes,157586,Business,Grocery Shop,133150,84000,NA,NA,NA,NA,Rural,MFS
Yes,485865,Business,Food Business,117613,59321,NA,NA,NA,NA,Rural,AMY
Yes,266961,Education,NA,3469755,412588,Graduate,MCA,Professional,Yes,Urban,ELS
Yes,489841,Business,Tailoring,477197,246121,NA,NA,NA,NA,Urban,UNY
Yes,169020,Business,Grocery Shop,3508568,3107381,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,249993,Business,Poultry,48275,30756,NA,NA,NA,NA,Urban,AMY
Yes,305257,Business,Small Manufacturing,3160297,2758135,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,100977,Business,Tailoring,79993,30904,NA,NA,NA,NA,Urban,AMY
Yes,363585,Education,NA,1193275,1193275,Postgraduate,MCA,Technical,Yes,Urban,ELS
Yes,287778,Business,Transport,118330,95118,NA,NA,NA,NA,Urban,AMY
No,326868,Business,Transport,291857,352800,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,165060,Business,Fisheries,260441,30758,NA,NA,NA,NA,Urban,UNY
Yes,108473,Business,Grocery Shop,73815,29946,NA,NA,NA,NA,Rural,AMY
Yes,195449,Education,NA,1196019,1196019,Graduate,Engineering,Technical,Yes,Urban,ELS
Yes,224071,Business,Grocery Shop,429229,392640,NA,NA,NA,NA,Rural,UNY
Yes,237011,Business,Fisheries,71064,71050,NA,NA,NA,NA,Rural,AMY
Yes,438481,Business,Tailoring,39120,14648,NA,NA,NA,NA,Rural,MFS
Yes,301841,Business,Fisheries,65342,20515,NA,NA,NA,NA,Urban,AMY
Yes,442848,Education,NA,2758373,2485820,Postgraduate,Law,Professional,Yes,Urban,ELS
Yes,405937,Business,Service Business,131510,54350,NA,NA,NA,NA,Rural,MFS
Yes,211778,Business,Food Business,303245,58497,NA,NA,NA,NA,Rural,UNY
Yes,205923,Business,Fisheries,116585,46899,NA,NA,NA,NA,Rural,MFS
Yes,82758,Business,Fisheries,246240,67770,NA,NA,NA,NA,Rural,UNY
Yes,104403,Business,Food Business,3968243,1037163,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,228512,Business,Service Business,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,329033,Education,NA,595917,595917,Postgraduate,BTech,Medical,Yes,Urban,ELS
Yes,190404,Business,Poultry,272453,70882,NA,NA,NA,NA,Rural,UNY
Yes,310388,Education,NA,4015844,1902696,Graduate,Engineering,Management,Yes,Urban,ELS
Yes,116805,Business,Grocery Shop,44085,27590,NA,NA,NA,NA,Urban,AMY
Yes,623675,Business,Grocery Shop,102637,207056,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,57483,Education,NA,3827269,3317927,12th,BCA,Management,No,Urban,NO_ELIGIBLE_SCHEME
Yes,122281,Business,Small Manufacturing,54987,49585,NA,NA,NA,NA,Urban,AMY
Yes,170661,Education,NA,2560812,943060,Postgraduate,Engineering,Technical,Yes,Urban,ELS
No,213605,Business,Transport,133975,307659,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,119445,Business,Computer Centre,96307,44760,NA,NA,NA,NA,Rural,MFS
Yes,421105,Business,Food Business,2706001,1528606,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,191748,Business,Food Business,2012764,768502,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,281318,Education,NA,1176740,3836939,Postgraduate,Law,Professional,No,Rural,NO_ELIGIBLE_SCHEME
Yes,119766,Education,NA,578176,2481707,Postgraduate,Medical,Technical,No,Urban,NO_ELIGIBLE_SCHEME
Yes,448492,Business,Poultry,4269516,1136377,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,171642,Education,NA,2071453,1423830,Graduate,MBA,Professional,Yes,Urban,ELS
Yes,469324,Education,NA,1441698,1441698,12th,Engineering,Professional,Yes,Rural,ELS
Yes,60207,Education,NA,1925241,1646055,Postgraduate,Pharmacy,Medical,Yes,Rural,ELS
Yes,189061,Business,Fisheries,4434915,1916008,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,114226,Business,Computer Centre,402166,268188,NA,NA,NA,NA,Urban,UNY
Yes,402371,Business,Grocery Shop,31675,26110,NA,NA,NA,NA,Urban,MFS
Yes,178638,Business,Tailoring,485343,437273,NA,NA,NA,NA,Rural,UNY
Yes,183527,Education,NA,923945,921132,12th,Pharmacy,Technical,Yes,Rural,ELS
Yes,146200,Business,Repair Shop,48373,37648,NA,NA,NA,NA,Urban,MFS
Yes,425689,Education,NA,1608156,2098209,Postgraduate,MCA,Professional,No,Rural,NO_ELIGIBLE_SCHEME
Yes,345659,Business,Fisheries,3240356,442510,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,318783,Business,Food Business,91455,69511,NA,NA,NA,NA,Urban,MFS
Yes,421817,Business,Poultry,329962,213668,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,261190,Education,NA,984160,984160,Graduate,Medical,Technical,Yes,Rural,ELS
Yes,473669,Education,NA,2843380,1435299,Graduate,MCA,Technical,Yes,Urban,ELS
Yes,228916,Business,Transport,130295,91940,NA,NA,NA,NA,Rural,MFS
Yes,279429,Business,Grocery Shop,51783,22934,NA,NA,NA,NA,Rural,AMY
Yes,194673,Education,NA,597479,2024321,Graduate,Nursing,Management,No,Urban,NO_ELIGIBLE_SCHEME
Yes,405628,Business,Small Manufacturing,91625,79717,NA,NA,NA,NA,Urban,MFS
Yes,187283,Education,NA,971608,971608,Postgraduate,Nursing,Technical,Yes,Urban,ELS
Yes,213279,Business,Food Business,47616,10047,NA,NA,NA,NA,Urban,AMY
Yes,188950,Business,Small Manufacturing,346842,222411,NA,NA,NA,NA,Urban,UNY
Yes,327669,Business,Grocery Shop,67992,29114,NA,NA,NA,NA,Rural,MFS
Yes,193962,Business,Food Business,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,256184,Business,Tailoring,86894,18056,NA,NA,NA,NA,Rural,MFS
Yes,273980,Business,Computer Centre,7652219,5226586,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,252288,Business,Transport,481135,200275,NA,NA,NA,NA,Rural,UNY
Yes,418638,Business,Service Business,270127,110646,NA,NA,NA,NA,Urban,UNY
Yes,319798,Business,Small Manufacturing,285194,217970,NA,NA,NA,NA,Urban,UNY
